"06726: Omsetning av boligeiendommer med bygning i fritt salg, etter region og år"
"region";"1992 Omsetninger (antall)";"1992 Samlet kjøpesum (1 000 kr)";"1992 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1993 Omsetninger (antall)";"1993 Samlet kjøpesum (1 000 kr)";"1993 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1994 Omsetninger (antall)";"1994 Samlet kjøpesum (1 000 kr)";"1994 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1995 Omsetninger (antall)";"1995 Samlet kjøpesum (1 000 kr)";"1995 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1996 Omsetninger (antall)";"1996 Samlet kjøpesum (1 000 kr)";"1996 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1997 Omsetninger (antall)";"1997 Samlet kjøpesum (1 000 kr)";"1997 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1998 Omsetninger (antall)";"1998 Samlet kjøpesum (1 000 kr)";"1998 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1999 Omsetninger (antall)";"1999 Samlet kjøpesum (1 000 kr)";"1999 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2000 Omsetninger (antall)";"2000 Samlet kjøpesum (1 000 kr)";"2000 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2001 Omsetninger (antall)";"2001 Samlet kjøpesum (1 000 kr)";"2001 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2002 Omsetninger (antall)";"2002 Samlet kjøpesum (1 000 kr)";"2002 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2003 Omsetninger (antall)";"2003 Samlet kjøpesum (1 000 kr)";"2003 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2004 Omsetninger (antall)";"2004 Samlet kjøpesum (1 000 kr)";"2004 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2005 Omsetninger (antall)";"2005 Samlet kjøpesum (1 000 kr)";"2005 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2006 Omsetninger (antall)";"2006 Samlet kjøpesum (1 000 kr)";"2006 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2007 Omsetninger (antall)";"2007 Samlet kjøpesum (1 000 kr)";"2007 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2008 Omsetninger (antall)";"2008 Samlet kjøpesum (1 000 kr)";"2008 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2009 Omsetninger (antall)";"2009 Samlet kjøpesum (1 000 kr)";"2009 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2010 Omsetninger (antall)";"2010 Samlet kjøpesum (1 000 kr)";"2010 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2011 Omsetninger (antall)";"2011 Samlet kjøpesum (1 000 kr)";"2011 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2012 Omsetninger (antall)";"2012 Samlet kjøpesum (1 000 kr)";"2012 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2013 Omsetninger (antall)";"2013 Samlet kjøpesum (1 000 kr)";"2013 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2014 Omsetninger (antall)";"2014 Samlet kjøpesum (1 000 kr)";"2014 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2015 Omsetninger (antall)";"2015 Samlet kjøpesum (1 000 kr)";"2015 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2016 Omsetninger (antall)";"2016 Samlet kjøpesum (1 000 kr)";"2016 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2017 Omsetninger (antall)";"2017 Samlet kjøpesum (1 000 kr)";"2017 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2018 Omsetninger (antall)";"2018 Samlet kjøpesum (1 000 kr)";"2018 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2019 Omsetninger (antall)";"2019 Samlet kjøpesum (1 000 kr)";"2019 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2020 Omsetninger (antall)";"2020 Samlet kjøpesum (1 000 kr)";"2020 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2021 Omsetninger (antall)";"2021 Samlet kjøpesum (1 000 kr)";"2021 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2022 Omsetninger (antall)";"2022 Samlet kjøpesum (1 000 kr)";"2022 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2023 Omsetninger (antall)";"2023 Samlet kjøpesum (1 000 kr)";"2023 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2024 Omsetninger (antall)";"2024 Samlet kjøpesum (1 000 kr)";"2024 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2025 Omsetninger (antall)";"2025 Samlet kjøpesum (1 000 kr)";"2025 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)"
"7600 LEVANGER";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"14625";"..";"0";"0";"0";"18";"44822";"..";"8";"25270";".."
"3516 HØNEFOSS";"13";"9357";"..";"17";"5909";"..";"27";"10593";"..";"47";"21831";"..";"40";"9363";"..";"67";"35635";"..";"45";"19824";"..";"33";"27511";"..";"46";"12992";"..";"60";"42382";"..";"81";"93970";"..";"70";"66582";"..";"47";"38983";"..";"56";"..";"..";"111";"149346";"..";"195";"260929";"..";"74";"43206";"..";"76";"62296";"..";"128";"173733";"..";"49";"100614";"..";"102";"225988";"..";"57";"127713";"..";"64";"139713";"..";"40";"50978";"..";"55";"225618";"..";"116";"155938";"..";"86";"96630";"..";"47";"90142";"..";"59";"78546";"..";"54";"142753";"..";"96";"139053";"..";"88";"240595";"..";"60";"145526";"..";"71";"142351";".."
"6387 VÅGSTRANDA";"16";"..";"..";"9";"3687";"..";"14";"5828";"..";"6";"2114";"..";"13";"13068";"..";"20";"7968";"..";"22";"17530";"..";"16";"8677";"..";"15";"9931";"..";"15";"7734";"..";"17";"19553";"..";"9";"9717";"..";"9";"2414";"..";"24";"51365";"..";"20";"23247";"..";"22";"41910";"..";"31";"97948";"..";"24";"43602";"..";"13";"23474";"..";"38";"68335";"..";"23";"37947";"..";"54";"61844";"..";"36";"48894";"..";"27";"66717";"..";"20";"34295";"..";"34";"72122";"..";"34";"108886";"..";"31";"35697";"..";"25";"58813";"..";"32";"93076";"..";"30";"58905";"..";"18";"77737";"..";"44";"126007";"..";"14";"71341";".."
"8616 MO I RANA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"28094";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"161";"278903";"..";"292";"622252";"..";"140";"304383";"..";"242";"527075";"..";"143";"410905";"..";"194";"681895";".."
"9446 GROVFJORD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"17822";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110";"122337";"..";"103";"62696";"..";"34";"..";"..";"81";"..";"..";"45";"80204";"..";"118";"323518";"..";"43";"38404";"..";"55";"172440";".."
"5517 HAUGESUND";"10";"2301";"..";"4";"1001";"..";"3";"1841";"..";"4";"..";"..";"11";"6294";"..";"6";"5499";"..";"13";"2994";"..";"11";"8331";"..";"4";"..";"..";"8";"9009";"..";"11";"7575";"..";"5";"..";"..";"11";"2338";"..";"15";"9164";"..";"11";"4784";"..";"9";"15830";"..";"4";"15242";"..";"5";"5990";"..";"4";"..";"..";"10";"16616";"..";"14";"13947";"..";"19";"31614";"..";"15";"39441";"..";"11";"14380";"..";"23";"73655";"..";"18";"34242";"..";"11";"20900";"..";"19";"18409";"..";"24";"33681";"..";"28";"65137";"..";"11";"28883";"..";"22";"68322";"..";"23";"56132";"..";"27";"121676";".."
"1604 FREDRIKSTAD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"11762";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"13473";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"184";"470198";"..";"290";"356716";"..";"110";"324306";"..";"126";"425744";"..";"115";"167835";"..";"132";"332474";".."
"3404 LIER";"10";"2919";"..";"11";"1630";"..";"5";"1872";"..";"19";"4526";"..";"14";"5758";"..";"5";"2877";"..";"15";"9773";"..";"20";"6597";"..";"17";"7004";"..";"14";"7513";"..";"5";"3825";"..";"7";"2205";"..";"8";"6291";"..";"11";"6086";"..";"8";"14630";"..";"13";"19068";"..";"9";"13379";"..";"16";"12849";"..";"10";"12664";"..";"16";"6793";"..";"8";"7173";"..";"10";"42102";"..";"15";"17963";"..";"11";"30485";"..";"14";"51797";"..";"11";"15448";"..";"9";"8433";"..";"11";"38768";"..";"8";"18522";"..";"10";"34001";"..";"20";"89039";"..";"38";"60423";"..";"22";"17522";"..";"9";"23708";".."
"5605 ÅLVIK";"25";"10741";"..";"52";"18516";"..";"27";"10276";"..";"54";"24561";"..";"64";"28549";"..";"41";"23743";"..";"43";"31769";"..";"33";"14860";"..";"113";"119892";"..";"50";"24011";"..";"49";"44721";"..";"78";"27046";"..";"29";"12333";"..";"28";"12039";"..";"61";"30469";"..";"46";"66259";"..";"45";"30832";"..";"70";"131257";"..";"28";"36698";"..";"53";"99004";"..";"54";"82947";"..";"62";"139173";"..";"47";"218541";"..";"39";"66697";"..";"92";"316232";"..";"67";"60767";"..";"56";"59732";"..";"155";"156158";"..";"102";"326497";"..";"93";"108644";"..";"53";"150411";"..";"31";"125491";"..";"73";"238874";"..";"29";"59683";".."
"3910 PORSGRUNN";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"40969";"..";"0";"0";"0";"11";"7898";"..";"16";"56978";"..";"13";"13993";"..";"12";"29328";"..";"9";"56029";"..";"8";"6750";".."
"1340 SKUI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"41114";"..";"0";"0";"0";"0";"0";"0";"7";"25297";"..";"12";"37365";"..";"3";"6323";"..";"3";"5579";"..";"9";"24825";"..";"4";"7367";"..";"8";"19693";"..";"10";"16479";".."
"8233 VALNESFJORD";"9";"3998";"..";"8";"2095";"..";"5";"798";"..";"8";"2019";"..";"7";"1930";"..";"7";"2214";"..";"16";"4698";"..";"12";"4408";"..";"8";"7282";"..";"13";"15536";"..";"8";"..";"..";"9";"8658";"..";"25";"19326";"..";"20";"7525";"..";"15";"11365";"..";"18";"22385";"..";"15";"26011";"..";"25";"..";"..";"17";"9516";"..";"7";"9701";"..";"35";"30616";"..";"12";"14514";"..";"17";"27141";"..";"13";"40359";"..";"16";"30620";"..";"32";"60122";"..";"24";"46836";"..";"14";"20285";"..";"49";"117716";"..";"51";"168477";"..";"15";"50920";"..";"12";"38684";"..";"23";"47083";"..";"13";"..";".."
"6405 MOLDE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"46";"121132";"..";"59";"46955";".."
"4868 SELÅSVATN";"0";"0";"0";"0";"0";"0";"12";"6777";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"60";"153339";"..";"84";"308780";"..";"76";"212836";"..";"71";"58348";"..";"32";"88464";"..";"52";"199130";".."
"1524 MOSS";"9";"2210";"..";"2";"851";"..";"15";"12672";"..";"8";"2247";"..";"5";"5241";"..";"17";"9429";"..";"17";"8932";"..";"6";"2546";"..";"13";"6633";"..";"24";"9690";"..";"10";"4615";"..";"17";"11211";"..";"20";"13452";"..";"20";"13139";"..";"12";"16949";"..";"25";"11169";"..";"14";"9612";"..";"26";"48711";"..";"15";"16855";"..";"43";"84812";"..";"20";"36960";"..";"18";"20668";"..";"34";"44226";"..";"13";"15565";"..";"23";"58201";"..";"30";"224221";"..";"25";"43233";"..";"25";"50803";"..";"12";"26546";"..";"28";"70174";"..";"35";"106266";"..";"14";"39983";"..";"22";"48949";"..";"12";"25169";".."
"9118 BRENSHOLMEN";"17";"6161";"..";"10";"2998";"..";"12";"3818";"..";"6";"3652";"..";"5";"1406";"..";"6";"3385";"..";"13";"..";"..";"5";"2732";"..";"15";"3194";"..";"10";"3552";"..";"32";"32118";"..";"9";"6268";"..";"7";"5015";"..";"14";"7321";"..";"6";"5885";"..";"15";"20826";"..";"19";"34063";"..";"23";"14323";"..";"21";"38578";"..";"15";"20263";"..";"23";"24951";"..";"18";"29717";"..";"16";"58690";"..";"25";"32039";"..";"30";"29426";"..";"19";"24740";"..";"23";"86477";"..";"45";"..";"..";"24";"60253";"..";"17";"18023";"..";"41";"118601";"..";"16";"30804";"..";"25";"26221";"..";"54";"202458";".."
"5788 KINSARVIK";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32";"48473";"..";"0";"0";"0";"114";"206999";"..";"72";"259722";"..";"67";"210082";"..";"145";"150837";"..";"66";"182232";"..";"111";"271458";".."
"3701 SKIEN";"35";"14429";"..";"61";"24850";"..";"82";"28554";"..";"160";"83799";"..";"62";"30290";"..";"105";"29502";"..";"167";"130332";"..";"166";"45243";"..";"152";"218239";"..";"147";"127951";"..";"39";"17051";"..";"126";"52753";"..";"92";"25310";"..";"66";"78463";"..";"77";"37230";"..";"108";"213026";"..";"134";"183117";"..";"109";"..";"..";"101";"196159";"..";"105";"199623";"..";"223";"179997";"..";"136";"205629";"..";"113";"87467";"..";"61";"315612";"..";"81";"354599";"..";"78";"175062";"..";"107";"390774";"..";"137";"511606";"..";"112";"222116";"..";"362";"292495";"..";"222";"480033";"..";"136";"571547";"..";"194";"365212";"..";"162";"504621";".."
"7823 BANGSUND";"11";"2912";"..";"14";"4776";"..";"8";"3799";"..";"11";"8521";"..";"9";"4059";"..";"4";"1206";"..";"4";"..";"..";"11";"8637";"..";"27";"26620";"..";"8";"6681";"..";"10";"6452";"..";"14";"6985";"..";"12";"9955";"..";"11";"9242";"..";"7";"8708";"..";"10";"6632";"..";"13";"..";"..";"7";"6542";"..";"12";"17754";"..";"15";"16213";"..";"18";"33567";"..";"19";"28862";"..";"18";"78571";"..";"8";"24391";"..";"23";"84392";"..";"8";"19066";"..";"10";"17780";"..";"13";"19076";"..";"10";"15930";"..";"11";"29735";"..";"11";"39345";"..";"12";"22660";"..";"23";"34310";"..";"13";"22557";".."
"6315 INNFJORDEN";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"4496";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"5799";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"15953";"..";"0";"0";"0";"0";"0";"0";"107";"298643";"..";"114";"271616";"..";"95";"330020";"..";"66";"214144";"..";"78";"128595";"..";"93";"203883";".."
"0751 OSLO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"23004";"..";"0";"0";"0";"72";"136109";"..";"60";"207942";".."
"7319 AGDENES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"23605";"..";"10";"46486";".."
"7069 TRONDHEIM";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"58509";"..";"21";"28269";"..";"69";"156041";"..";"29";"40315";"..";"48";"123816";"..";"32";"112775";".."
"9407 HARSTAD";"22";"10273";"..";"21";"8525";"..";"31";"8306";"..";"46";"18669";"..";"39";"18067";"..";"35";"13446";"..";"34";"12169";"..";"22";"7392";"..";"35";"54706";"..";"43";"58405";"..";"32";"18419";"..";"101";"95603";"..";"61";"..";"..";"49";"65900";"..";"27";"28845";"..";"36";"..";"..";"37";"45019";"..";"69";"107071";"..";"31";"26489";"..";"65";"83763";"..";"44";"69595";"..";"55";"90230";"..";"48";"126608";"..";"49";"116460";"..";"82";"..";"..";"82";"158299";"..";"102";"365884";"..";"22";"60590";"..";"64";"136141";"..";"31";"68180";"..";"32";"85191";"..";"22";"39729";"..";"29";"60261";"..";"90";"155433";".."
"1156 OSLO";"0";"0";"0";"0";"0";"0";"5";"1502";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"28945";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"45187";"..";"21";"25950";"..";"41";"72377";"..";"32";"99292";"..";"24";"64895";"..";"22";"76723";".."
"1322 HØVIK";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"..";"..";"0";"0";"0";"0";"0";"0";"26";"18577";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"12791";"..";"0";"0";"0";"11";"34924";"..";"12";"48549";".."
"6693 MJOSUNDET";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"537";"1613123";"..";"629";"1889871";".."
"4275 SÆVELANDSVIK";"45";"15373";"..";"34";"11586";"..";"18";"10449";"..";"38";"14351";"..";"42";"13743";"..";"49";"32074";"..";"34";"17029";"..";"67";"15510";"..";"23";"53066";"..";"92";"93062";"..";"77";"68666";"..";"58";"60882";"..";"79";"..";"..";"56";"49115";"..";"64";"35020";"..";"64";"28151";"..";"41";"62494";"..";"66";"25654";"..";"37";"28919";"..";"36";"137645";"..";"81";"64090";"..";"74";"146830";"..";"40";"82290";"..";"70";"196977";"..";"77";"92812";"..";"98";"198304";"..";"61";"287987";"..";"91";"205495";"..";"28";"83899";"..";"56";"100005";"..";"75";"114144";"..";"92";"272298";"..";"56";"68706";"..";"35";"69798";".."
"4341 BRYNE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"17057";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32";"82986";"..";"6";"7724";"..";"0";"0";"0";"0";"0";"0";"56";"109811";"..";"50";"206975";"..";"68";"134181";"..";"70";"239565";"..";"45";"145200";"..";"45";"187602";".."
"8455 STOKMARKNES";"3477";"1775678";"..";"3666";"2086735";"..";"5698";"4493409";"..";"4142";"916931";"..";"6395";"1495633";"..";"7219";"3146004";"..";"4952";"3006863";"..";"5434";"2634004";"..";"8990";"5973546";"..";"5286";"4709672";"..";"5915";"4554683";"..";"14863";"10224318";"..";"11137";"..";"..";"12099";"7573430";"..";"15724";"16429779";"..";"10198";"12400402";"..";"10869";"5244166";"..";"7525";"8144224";"..";"10081";"24754087";"..";"6247";"17076465";"..";"10233";"17169725";"..";"18922";"48193455";"..";"11254";"6566107";"..";"6994";"9220042";"..";"9743";"22534664";"..";"6660";"11519159";"..";"9632";"18924778";"..";"10867";"44258435";"..";"17948";"30348682";"..";"11611";"18710223";"..";"10219";"24123999";"..";"8597";"29991767";"..";"9773";"22146224";"..";"13678";"76234734";".."
"9137 VANNVÅG";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"19226";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"205";"602319";"..";"109";"187269";"..";"109";"186537";"..";"173";"412600";"..";"157";"348446";"..";"338";"416012";".."
"7712 STEINKJER";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"77";"162007";"..";"61";"85680";"..";"94";"438791";"..";"72";"238975";"..";"57";"100767";"..";"107";"156340";".."
"0465 OSLO";"26";"8215";"..";"26";"12155";"..";"42";"11452";"..";"52";"12527";"..";"21";"9898";"..";"75";"42487";"..";"69";"33868";"..";"40";"13379";"..";"119";"54253";"..";"63";"40671";"..";"139";"102095";"..";"50";"35525";"..";"82";"40387";"..";"152";"62039";"..";"142";"135558";"..";"112";"78714";"..";"78";"106682";"..";"186";"..";"..";"245";"609846";"..";"122";"187285";"..";"147";"270176";"..";"261";"208156";"..";"177";"231041";"..";"162";"717134";"..";"126";"97188";"..";"357";"796317";"..";"275";"812352";"..";"181";"640067";"..";"113";"167469";"..";"228";"292814";"..";"192";"545168";"..";"135";"302625";"..";"218";"497054";"..";"180";"..";".."
"4618 KRISTIANSAND S";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"11525";"..";"0";"0";"0";"0";"0";"0";"95";"225713";"..";"82";"209791";"..";"52";"154467";"..";"99";"557565";"..";"111";"216436";"..";"170";"883255";".."
